"sample","n_with_driver_gene_coding","driver_coding_snv","n_with_driver_gene_id","driver_gene_id","n_with_driver_gene_snv","driver_genes_snv","total_coding_indels","in_pks_motif_coding","fraction_pksmotif_coding","total_indels_genic","in_pks_motif_genic","fraction_pksmotif_genic","n_AA_genic","n_with_gene_snv","Signature.x","ID18_refit_coding","injection.x","method.x","Signature.y","ID18_refit_genic","injection.y","method.y","Signature.x","SBS88_refit_coding","injection.x","method.x","Signature.y","SBS88_refit_genic","injection.y","method.y","n_AA_coding","n_with_coding_snv"
"PD36814i3",0,"0",0,"0",6,"CAMTA1;LRP1B;FOXP1;FAM135B",3,0,0,43,2,0.0465116279069767,4,377,"ID18",0.921887818199251,"carcinoma","Crypt","ID18",0.767630243628978,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814i4",0,"0",0,"0",2,"FHIT",0,0,0,48,2,0.0416666666666667,10,328,"0",0,"0","0","ID18",0.460870443848995,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814k2",1,"ARID1A",0,"0",5,"DNMT3A;CTNNA2;LRP1B;DCC",1,0,0,50,4,0.08,17,415,"ID18",1,"carcinoma","Crypt","ID18",0.537052049101951,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814k6",0,"0",1,"CSMD3",3,"LRP1B;CSMD3;GNAQ",3,0,0,44,3,0.0681818181818182,11,423,"ID18",0.995189660577613,"carcinoma","Crypt","ID18",0.635653326713598,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,15
"PD36814k7",0,"0",1,"ALK",7,"CTNNA2;LRP1B;ACVR1;AKAP9;CSMD3;FAT3",2,0,0,48,5,0.104166666666667,11,434,"ID18",0.998089829160346,"carcinoma","Crypt","ID18",0.669310617340531,"carcinoma","Crypt","SBS88",0.0435494083703804,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814k8",0,"0",0,"0",6,"CAMTA1;FAT4;CSMD3;DCC;AR",1,0,0,53,4,0.0754716981132075,13,414,"ID18",0.841281967625813,"carcinoma","Crypt","ID18",0.582042989578817,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,10
"PD36814l2",1,"LRP1B",4,"LRP1B;CREBBP;DCC;ERG",2,"LRP1B;ATM",3,0,0,37,3,0.0810810810810811,17,395,"ID18",0,"carcinoma","Crypt","ID18",0.676897421307839,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814l4",0,"0",1,"CSMD3",6,"ASXL2;LRP1B;EPHA3;FAT4;CSMD3",0,0,0,33,3,0.0909090909090909,7,328,"0",0,"0","0","ID18",0.515901819022327,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814l7",0,"0",0,"0",8,"ERBB4;FHIT;CSMD3;FAT3;DCC;BCOR",0,0,0,58,4,0.0689655172413793,23,530,"0",0,"0","0","ID18",0.648353851302159,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,23
"PD36814l8",0,"0",2,"ARID1B;BCOR",4,"CAMTA1;LRP1B;FOXP1;CSMD3",0,0,0,45,1,0.0222222222222222,18,461,"0",0,"0","0","ID18",0.658014253472489,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814m5",0,"0",1,"ERBB4",15,"CTNNA2;LRP1B;ERBB4;FHIT;FOXP1;EGFR;CSMD3;FAT3;GRIN2A",2,0,0,51,6,0.117647058823529,71,854,"ID18",1,"carcinoma","Crypt","ID18",0.763232204307557,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814m8",1,"FBXW7",0,"0",12,"CAMTA1;LRP1B;ERBB4;FHIT;EPHA3;FAT3;CDH11",2,0,0,83,11,0.132530120481928,80,1234,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.79967574317055,"carcinoma","Crypt","SBS88",0.0341231145768095,"carcinoma","Crypt","SBS88",0.0619857289507235,"carcinoma","Crypt",1,36
"PD37226b5",3,"ALK;FIP1L1;FBXW7",2,"CHD2;DCC",5,"ALK;LRP1B;FAT4;FBXW7;GRIN2A",2,0,0,117,75,0.641025641025641,124,487,"ID18",1,"carcinoma","Crypt","ID18",0.982618430701131,"carcinoma","Crypt","SBS88",0.139518624776499,"carcinoma","Crypt","SBS88",0.425816814219593,"carcinoma","Crypt",3,13
"PD37226b6",1,"CAMTA1",1,"DCC",8,"DDR2;DNMT3A;CTNNA2;LRP1B;EPHA7;ARID1B;CSMD3;ERG",1,0,0,117,74,0.632478632478632,153,509,"ID18",1,"carcinoma","Crypt","ID18",0.933909759852996,"carcinoma","Crypt","SBS88",0.0665593850287877,"carcinoma","Crypt","SBS88",0.487360199181471,"carcinoma","Crypt",4,23
"PD37226c5",0,"0",1,"ARID1B",3,"CTNNA2;ERBB4",1,0,0,51,30,0.588235294117647,37,237,"ID18",1,"carcinoma","Crypt","ID18",0.982530903929668,"carcinoma","Crypt","SBS88",0.316797927376546,"carcinoma","Crypt","SBS88",0.177745590636291,"carcinoma","Crypt",1,9
"PD37226c6",0,"0",1,"DCC",10,"LRP1B;ERBB4;CTNNB1;FHIT;FOXP1;DROSHA;CSMD3;GRIN2A;DCC;GNAS",1,0,0,109,82,0.752293577981651,48,316,"ID18",1,"carcinoma","Crypt","ID18",0.986274796114443,"carcinoma","Crypt","SBS88",0.0955561162434759,"carcinoma","Crypt","SBS88",0.260819390695602,"carcinoma","Crypt",3,13
"PD37226c7",0,"0",2,"CSMD3;LCP1",4,"GNAQ;FAT3;GRIN2A;DCC",1,1,1,149,104,0.697986577181208,85,332,"ID18",1,"carcinoma","Crypt","ID18",0.976157646827491,"carcinoma","Crypt","SBS88",0.432960292014116,"carcinoma","Crypt","SBS88",0.38136777279904,"carcinoma","Crypt",4,13
"PD37226c8",1,"BRCA2",1,"AXIN2",4,"CAMTA1;ERBB4;FGFR2;CDH11",1,0,0,162,118,0.728395061728395,103,385,"ID18",1,"carcinoma","Crypt","ID18",0.990621013857926,"carcinoma","Crypt","SBS88",0.331098979875562,"carcinoma","Crypt","SBS88",0.507041564007673,"carcinoma","Crypt",4,15
"PD37226d4",1,"LRP1B",0,"0",1,"DCC",0,0,0,46,16,0.347826086956522,19,262,"0",0,"0","0","ID18",0.698332537815458,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0176733311009289,"carcinoma","Crypt",2,14
"PD37226d5",0,"0",0,"0",3,"CTNNA2;CSMD3;DCC",0,0,0,32,7,0.21875,17,186,"0",0,"0","0","ID18",0.877056393716214,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0765168724269504,"carcinoma","Crypt",0,0
"PD37226d6",0,"0",0,"0",3,"ALK;EPHA3;DCC",1,0,0,54,9,0.166666666666667,15,321,"ID18",0.750721552596534,"carcinoma","Crypt","ID18",0.814618007709805,"carcinoma","Crypt","SBS88",0.0509996338270625,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,6
"PD37226e4",2,"APC;CSMD3",0,"0",5,"LRP1B;FHIT;EPHA7;CSMD3",2,0,0,79,42,0.531645569620253,43,336,"ID18",0.936995296056028,"carcinoma","Crypt","ID18",0.925654443386434,"carcinoma","Crypt","SBS88",0.0967435233435158,"carcinoma","Crypt","SBS88",0.186719415979539,"carcinoma","Crypt",2,17
"PD37226e5",1,"GNAS",1,"DCC",10,"CTNNA2;LRP1B;ERBB4;DROSHA;ETV1;ANK1;CSMD3;KDM6A",0,0,0,68,34,0.5,36,441,"0",0,"0","0","ID18",0.807062329896219,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.116129981099487,"carcinoma","Crypt",0,0
"PD37226f5",0,"0",0,"0",4,"ALK;LRP1B;DCC;AR",0,0,0,47,13,0.276595744680851,21,295,"0",0,"0","0","ID18",0.854615634562148,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0169697982478597,"carcinoma","Crypt",0,0
"PD37226f6",1,"CDKN2A",0,"0",2,"DCC",2,0,0,49,14,0.285714285714286,23,267,"ID18",1,"carcinoma","Crypt","ID18",0.831632055080173,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.019748796661496,"carcinoma","Crypt",0,0
"PD37226f7",1,"FBXW7",0,"0",3,"APC;DCC;ERG",1,0,0,51,11,0.215686274509804,23,359,"ID18",0,"carcinoma","Crypt","ID18",0.770503971855473,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",2,24
"PD37226g5",0,"0",0,"0",1,"FLT3",1,0,0,60,34,0.566666666666667,34,320,"ID18",0,"carcinoma","Crypt","ID18",0.936326359207216,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.135964270606472,"carcinoma","Crypt",0,0
"PD37226g6",0,"0",0,"0",5,"CAMTA1;LRP1B;DROSHA;CSMD3;DCC",1,0,0,74,38,0.513513513513513,53,406,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.937982057752606,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.129792707892174,"carcinoma","Crypt",2,24
"PD37226g7",0,"0",1,"LRP1B",6,"CAMTA1;LRP1B;ERBB4;FHIT;FAT3;DCC",2,1,0.5,87,49,0.563218390804598,86,484,"ID18",1,"carcinoma","Crypt","ID18",0.990766708823324,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.265499072483079,"carcinoma","Crypt",2,22
"PD37226h4",0,"0",3,"ALK;CTNNA2;FHIT",4,"CTNNA2;LRP1B;GRIN2A",0,0,0,62,26,0.419354838709677,31,414,"0",0,"0","0","ID18",0.890215015535226,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226h7",1,"KDM5C",1,"CSMD3",3,"ERBB4;FAM135B;KDM5C",3,0,0,66,26,0.393939393939394,56,471,"ID18",0.984205896885683,"carcinoma","Crypt","ID18",0.947456058189745,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0336464580972271,"carcinoma","Crypt",1,18
"PD37226h8",1,"CNTNAP2",0,"0",3,"DNMT3A;GRIN2A",0,0,0,82,44,0.536585365853659,50,481,"0",0,"0","0","ID18",0.924479457806965,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0284196241385266,"carcinoma","Crypt",0,0
"PD37226i5",0,"0",0,"0",5,"CTNNA2;KMT2C;ANK1;CSMD3;DCC",2,0,0,34,11,0.323529411764706,12,241,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.794693731902101,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,8
"PD37226i6",0,"0",0,"0",8,"ACVR1;ERBB4;EPHA3;ARID1B;ANK1;CDKN2A;FAT3;DCC",0,0,0,36,6,0.166666666666667,16,318,"0",0,"0","0","ID18",0.521258775962967,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226i7",0,"0",2,"CTNND1;COL1A1",3,"FAT3;DCC",4,0,0,47,5,0.106382978723404,18,450,"ID18",0.931143930572959,"carcinoma","Crypt","ID18",0.654119914114766,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.00258325672255462,"carcinoma","Crypt",0,0
"PD37226i8",0,"0",2,"CAMTA1;DCC",2,"DCC",0,0,0,47,6,0.127659574468085,9,290,"0",0,"0","0","ID18",0.923177065369831,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226j4",0,"0",2,"LRP1B;IDH1",7,"LRP1B;FHIT;EPHA3;ANK1;DCC",0,0,0,66,14,0.212121212121212,57,898,"0",0,"0","0","ID18",0.977639773132989,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0599554432180892,"carcinoma","Crypt",1,26
"PD37226j5",1,"CTNNA2",1,"CTNND1",14,"CAMTA1;ARID1A;CTNNA2;LRP1B;ERBB4;FHIT;GNAQ;ATM;CDH11;DCC",0,0,0,88,29,0.329545454545455,76,872,"0",0,"0","0","ID18",0.809840485335945,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0751158460384084,"carcinoma","Crypt",0,0
"PD37226j6",0,"0",1,"GNAQ",12,"ALK;CTNNA2;LRP1B;ERBB4;CSMD3;ARID2;DCC",1,0,0,75,15,0.2,102,1128,"ID18",0.949858005432401,"carcinoma","Crypt","ID18",0.930392400564327,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0904935373019389,"carcinoma","Crypt",0,0
"PD37226j7",1,"CAMTA1",1,"CSMD3",11,"DNMT3A;CTNNA2;LRP1B;ERBB4;CSMD3;FAM135B;ARID2",1,0,0,101,25,0.247524752475248,116,1290,"ID18",1,"carcinoma","Crypt","ID18",0.852323640122954,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0450372113288205,"carcinoma","Crypt",2,35
"PD37226j8",1,"CSMD3",4,"ARID1B;CSMD3;CREBBP;BCOR",22,"CTNNA2;LRP1B;ERBB4;FHIT;ETV1;CSMD3;FAM135B;FAT3;AXIN2;DCC",2,0,0,126,29,0.23015873015873,87,1152,"ID18",0.974978509467274,"carcinoma","Crypt","ID18",0.805501702899557,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0264448549891137,"carcinoma","Crypt",2,33
"PD37226k2",0,"0",0,"0",4,"EPHA3;ANK1;ERG;CLTCL1",1,0,0,58,12,0.206896551724138,23,372,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.718284555390164,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226k5",0,"0",0,"0",4,"ALK;LRP1B;ERBB4;DCC",2,0,0,61,8,0.131147540983607,20,377,"ID18",0.00267020716860074,"carcinoma","Crypt","ID18",0.640557178162217,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0280963722317807,"carcinoma","Crypt",0,0
"PD37226k6",0,"0",1,"CCR4",4,"DDR2;LRP1B;ERBB4",0,0,0,46,7,0.152173913043478,33,455,"0",0,"0","0","ID18",0.732418007054057,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0480141830693461,"carcinoma","Crypt",0,0
"PD37226k8",2,"ALK;FAT4",1,"ERBB4",1,"ERBB4",1,0,0,70,16,0.228571428571429,27,400,"ID18",0,"carcinoma","Crypt","ID18",0.696049676326511,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226l5",0,"0",1,"FOXO3",3,"LRP1B;ERBB4",0,0,0,45,7,0.155555555555556,21,291,"0",0,"0","0","ID18",0.71633899417465,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.069381548434408,"carcinoma","Crypt",1,18
"PD37226l6",0,"0",0,"0",1,"CSMD3",2,0,0,43,15,0.348837209302326,20,251,"ID18",1,"carcinoma","Crypt","ID18",0.871451210855681,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0552993357987422,"carcinoma","Crypt",0,0
"PD37226l7",0,"0",0,"0",6,"CAMTA1;LRP1B;FHIT;DROSHA;CSMD3;DCC",0,0,0,24,6,0.25,18,212,"0",0,"0","0","ID18",0.906744033712025,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.106665215362405,"carcinoma","Crypt",0,0
"PD37226l8",0,"0",0,"0",6,"ERBB4;FHIT;FAT4;EPHA7;CSMD3;GRIN2A",1,0,0,41,12,0.292682926829268,29,353,"ID18",1,"carcinoma","Crypt","ID18",0.695992005234073,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0462228965325144,"carcinoma","Crypt",0,0
"PD37226m5",0,"0",0,"0",4,"ERBB4;FHIT;EPHA7;FAM135B",1,0,0,51,7,0.137254901960784,19,402,"ID18",1,"carcinoma","Crypt","ID18",0.966051712773933,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,14
"PD37226m7",0,"0",3,"LRP1B;FAM135B;DCC",6,"LRP1B;ERBB4;EPHA3;BRAF;CSMD3;DCC",3,0,0,58,10,0.172413793103448,17,420,"ID18",1,"carcinoma","Crypt","ID18",0.878909784203157,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226m8",0,"0",0,"0",4,"LRP1B;ERBB4;EPHA3;COL2A1",1,0,0,55,9,0.163636363636364,18,423,"ID18",1,"carcinoma","Crypt","ID18",0.537580963510047,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37226o4",4,"BIRC6;BMP5;EPHA7;CREBBP",1,"ERBB4",31,"ALK;CTNNA2;LRP1B;ERBB4;EPHA3;BMP5;EPHA7;ANK1;CSMD3;FAM135B;GNAQ;CTNND1;FAT3;ATM;CDH11;DCC",2,0,0,128,15,0.1171875,234,2926,"ID18",1,"carcinoma","Crypt","ID18",0.699429796529488,"carcinoma","Crypt","SBS88",0.138443952950206,"carcinoma","Crypt","SBS88",0.102383713464317,"carcinoma","Crypt",5,66
"PD37226o5",4,"LRP1B;CSMD3;FAT3;DCC",3,"LRP1B;BRAF;CDH11",34,"CAMTA1;ASXL2;ALK;CTNNA2;LRP1B;ERBB4;FHIT;EPHA3;DROSHA;BMP5;EPHA7;ANK1;CSMD3;FAM135B;FAT3;GRIN2A;CDH11;DCC;ERG",3,0,0,125,9,0.072,180,2129,"ID18",0.966917404133596,"carcinoma","Crypt","ID18",0.689640746423731,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0633031538924901,"carcinoma","Crypt",5,66
"PD37226p7",2,"CTNNA2;ARID2",2,"CTNNA2;FAT3",30,"CAMTA1;ALK;CTNNA2;LRP1B;ERBB4;FHIT;EPHA3;FAT4;BMP5;EPHA7;EGFR;KMT2C;CSMD3;ARID2;GRIN2A;CDH11;DCC",0,0,0,117,30,0.256410256410256,170,1923,"0",0,"0","0","ID18",0.849321632894671,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0691491229256662,"carcinoma","Crypt",5,54
"PD37265b",0,"0",1,"GRIN2A",13,"BIRC6;CTNNA2;LRP1B;FHIT;FOXP1;EPHA3;FBXW7;KMT2C;FAT3",1,0,0,96,38,0.395833333333333,113,695,"ID18",0,"carcinoma","Crypt","ID18",0.904726933997765,"carcinoma","Crypt","SBS88",0.0123366814583169,"carcinoma","Crypt","SBS88",0.293693126570302,"carcinoma","Crypt",2,34
"PD37265b7",0,"0",1,"ARID2",3,"EPHA3;LEF1;CDH11",1,0,0,63,19,0.301587301587302,45,442,"ID18",1,"carcinoma","Crypt","ID18",0.893312171926076,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.136807231401653,"carcinoma","Crypt",1,17
"PD37265c2",0,"0",0,"0",3,"CAMTA1;ERBB4",2,0,0,26,0,0,8,254,"ID18",0,"carcinoma","Crypt","ID18",0.825667413889672,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265c3",0,"0",0,"0",6,"CAMTA1;LRP1B;ERBB4;CCND3",0,0,0,37,1,0.027027027027027,13,283,"0",0,"0","0","ID18",0.803512278435311,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265c5",0,"0",1,"FAM135B",3,"CAMTA1;CSMD3;FAT3",1,0,0,61,20,0.327868852459016,39,415,"ID18",1,"carcinoma","Crypt","ID18",0.72873660626122,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0979705508705149,"carcinoma","Crypt",1,19
"PD37265d",0,"0",2,"FHIT;FOXP1",3,"ALK;CSMD3;FAM135B",0,0,0,23,2,0.0869565217391304,15,319,"0",0,"0","0","ID18",0.643217138493069,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265d5",0,"0",0,"0",3,"BIRC6;ANK1;CSMD3",0,0,0,45,1,0.0222222222222222,9,277,"0",0,"0","0","ID18",0.83265095453821,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265d8",0,"0",0,"0",0,"0",1,0,0,33,4,0.121212121212121,11,246,"ID18",1,"carcinoma","Crypt","ID18",0.932221239092611,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,15
"PD37265e",0,"0",2,"FOXP1;ANK1",6,"EPHA3;CSMD3;GOLGA5;AXIN1;GRIN2A;ERG",1,0,0,92,6,0.0652173913043478,12,526,"ID18",0,"carcinoma","Crypt","ID18",0.92893388726051,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265e5",2,"ALK;APC",1,"ANK1",6,"CAMTA1;ERBB4;EPHA3;CHD2;DCC",4,0,0,126,3,0.0238095238095238,26,592,"ID18",1,"carcinoma","Crypt","ID18",0.953049171488006,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265f",1,"DCC",1,"FHIT",4,"LRP1B;FGFR2",0,0,0,35,3,0.0857142857142857,13,355,"0",0,"0","0","ID18",0.449970403162083,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265f2",0,"0",0,"0",8,"CTNNA2;CTNNB1;CSMD3;FAM135B;AXIN2;ERG;AR",1,0,0,38,2,0.0526315789473684,22,440,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.776507728629377,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265f4",1,"AR",0,"0",4,"DDR2;ELF3;FHIT",1,0,0,36,2,0.0555555555555556,21,365,"ID18",1,"carcinoma","Crypt","ID18",0.362196382532317,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265g6",0,"0",0,"0",9,"LRP1B;ERBB4;EPHA7;CSMD3;FAT3;LCP1;CREBBP",3,0,0,63,4,0.0634920634920635,15,544,"ID18",1,"carcinoma","Crypt","ID18",0.651099464687498,"carcinoma","Crypt","SBS88",0.0354515599325391,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265g7",0,"0",0,"0",4,"EPHA3;CSMD3",0,0,0,38,3,0.0789473684210526,11,398,"0",0,"0","0","ID18",0.54223131033364,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265g8",1,"AMER1",0,"0",7,"CTNNA2;LRP1B;FHIT;ARID1B;DCC;AMER1",0,0,0,49,2,0.0408163265306122,10,375,"0",0,"0","0","ID18",0.543027362983418,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265h5",2,"ERBB4;APC",1,"ERBB4",0,"0",0,0,0,45,7,0.155555555555556,19,454,"0",0,"0","0","ID18",0.864270079085672,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265h6",0,"0",1,"DCC",4,"LRP1B;FLT3;ERG",0,0,0,53,10,0.188679245283019,41,422,"0",0,"0","0","ID18",0.871888166510614,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0191152221589573,"carcinoma","Crypt",1,18
"PD37265h8",0,"0",0,"0",5,"ALK;LRP1B;CSMD3;DCC",1,0,0,41,6,0.146341463414634,21,388,"ID18",1,"carcinoma","Crypt","ID18",0.686782747305906,"carcinoma","Crypt","SBS88",0.113710162058057,"carcinoma","Crypt","SBS88",0.0253977325175233,"carcinoma","Crypt",1,13
"PD37265i2",0,"0",1,"CDKN1B",1,"CTNNA2",1,0,0,31,2,0.0645161290322581,11,272,"ID18",0.949858005432401,"carcinoma","Crypt","ID18",0.567438401039107,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265i7",0,"0",2,"LRP1B;CLTCL1",3,"BIRC6;LRP1B;FBXW7",0,0,0,29,1,0.0344827586206897,9,309,"0",0,"0","0","ID18",0.578270424866319,"carcinoma","Crypt","SBS88",0.037799153531069,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265k",0,"0",0,"0",6,"ALK;LRP1B;CSMD3;FAM135B",1,0,0,32,2,0.0625,17,351,"ID18",0,"carcinoma","Crypt","ID18",0.52088945327498,"carcinoma","Crypt","SBS88",0.117287572846163,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,12
"PD37265k2",0,"0",1,"IRF4",5,"LRP1B;ERBB4;FHIT;EPHA7;ARID2",1,0,0,32,5,0.15625,11,357,"ID18",1,"carcinoma","Crypt","ID18",0.651883745648412,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265k3",0,"0",1,"CSMD3",3,"CTNNA2;LRP1B;FAM135B",0,0,0,48,2,0.0416666666666667,19,393,"0",0,"0","0","ID18",0.658092883768692,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265l2",1,"AMER1",1,"AXIN2",7,"CAMTA1;LRP1B;FGFR2;FAT3;CDH11;AMER1",1,0,0,43,1,0.0232558139534884,15,403,"ID18",1,"carcinoma","Crypt","ID18",0.650271493431526,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,19
"PD37265l6",0,"0",2,"CTNNA2;AR",2,"ERBB4;AR",0,0,0,40,0,0,12,317,"0",0,"0","0","ID18",0.597179612309527,"carcinoma","Crypt","SBS88",0.0186953452980353,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37265m3",0,"0",1,"CTNNA2",15,"ALK;CTNNA2;LRP1B;ACVR2A;IDH1;EPHA3;ARID1B;CSMD3;DCC",1,0,0,74,10,0.135135135135135,106,1624,"ID18",0,"carcinoma","Crypt","ID18",0.814650550800711,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0802204312285563,"carcinoma","Crypt",3,34
"PD37265m4",1,"APC",1,"LRP1B",20,"CAMTA1;ALK;CTNNA2;LRP1B;CASP8;IDH1;ERBB4;APC;EPHA7;CSMD3;FAM135B;FGFR2;FAT3;DCC;AR",1,0,0,97,10,0.103092783505155,141,1678,"ID18",1,"carcinoma","Crypt","ID18",0.783545862276345,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.059034071236785,"carcinoma","Crypt",2,35
"PD37266b_lo0004",0,"0",1,"CTNNA2",10,"CAMTA1;ERBB4;IRF4;CSMD3;FAM135B;FAT3;DDX6;CDH11",0,0,0,59,8,0.135593220338983,27,430,"0",0,"0","0","ID18",0.736570579039777,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
